ID,Tweet,Affect Dimension,intensity
2018-En-04377,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,sadness,NONE
2018-En-00415,Post vacation blues are so real 😔,sadness,NONE
2018-En-02879,Still at school 🙁,sadness,NONE
2018-En-02877,Whoever decided to put chat functions on company websites for customer service deserves all the medals. I hate talking on the phone ,sadness,NONE
2018-En-02758,Pressured. 😦,sadness,NONE
2018-En-01850,This happened the last time I was painting ,sadness,NONE
2018-En-01959,"Library vendors sometimes really irritate me, esp. when a new owner has little commitment to what was once a great product + poor manners.",sadness,NONE
2018-En-03030,@missmarilynx Hahaha @BigScottGibson almost fell off the sofa laughing at that point. The wee jump he did as if he was scared too 😭,sadness,NONE
2018-En-04156,I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.,sadness,NONE
2018-En-01985,"Thank you, @realDonaldTrump, for using the Afghanistan policy of #44... he was pretty smart! \n\nP.S. Do not look directly at the sun! #bad",sadness,NONE
2018-En-01135,#Stop #crying over #yesterday and #start #smiling for #tomorrow.,sadness,NONE
2018-En-03751,Why are EVERYONE else's #PrimeDay deals better than Amazon?? 😡 Amazon has been such a disappointment lately.,sadness,NONE
2018-En-04031,"Seriously, why do people punish children for 'sass'? Wit should be rewarded, not discouraged!",sadness,NONE
2018-En-03590,@SamKrueger_ @DarrenBall_ @UFCEurope @ssearena I can't even find tickets anymore gunna call it a day and go cry in the corner I think 😭 lol,sadness,NONE
2018-En-00401,Not sure if Christianity lost Eugene Peterson or Eugene Peterson was never really understood the Gospel ,sadness,NONE
2018-En-00864,"@PinkBelgium Ya, writes horror so everything today in the world looks normal to this dark individual",sadness,NONE
2018-En-00714,"KBklrOyzSXyq6QAifkXv_A But when from highmost pitch, with weary car, Like feeble age, he reeleth from the day,",sadness,NONE
2018-En-00254,man i am too old for mosh pits 😧,sadness,NONE
2018-En-00412,deni &amp; i on here be4: known as friendship goals by all our adorable mutuals 💘💗🙆🏻✨!⭐️™\nus now: tweets three times a day about depression,sadness,NONE
2018-En-01928,#stormyweather #gloomy #grey outside. Inside? It's all about color baby! #newproducts being photographed &amp; listed! #StayTuned #lips #face,sadness,NONE
2018-En-00033,#serious #young #mature #paypigs only. Convince my you should be my #cashpiggy #findomme #findom,sadness,NONE
2018-En-03468,@kathryn_dennis keep your head clear an focused. Do not let T intimidate you or use your children to silence you! Hate when a man does that!,sadness,NONE
2018-En-01376,@AC360 omg.  Who is this nan Hayworth person and where did she come from? Send her back!#sad #bad,sadness,NONE
2018-En-00777,pumping gas at 3:16am #miserable #insomnia,sadness,NONE
2018-En-03730,this time i really can't articulate how i feel... i am rendered speechless. #disheartened,sadness,NONE
2018-En-03424,"People who say nmu are the worst, something has to be going on, tell me I wanna know bout your life that's why I fucking asked, I care 😤",sadness,NONE
2018-En-03897,@asap_lic Seriously. I get mad at every little thing then I start crying for no reason at all.,sadness,NONE
2018-En-01803,I can feel my skull shatter from the dull chatter\nBrain spattered on the wall\nGrey stains won't dissolve\nNow I have to paint it all,sadness,NONE
2018-En-04010,Let me ask you a question:\n\nDid you REALLY just let #worry be your first response?\n\n#blink #breathe #startover #getchafaithup,sadness,NONE
2018-En-01401,stand on ze point! standing near ze hurting. good to lose. zhe flesh is exciting! oh ho hoh! zhat book certainly seems angry!,sadness,NONE
2018-En-01103,hey @nestle what happened to the strawberry and black current ones 🙁,sadness,NONE
2018-En-04335,@carelcj_ homyghad 😢,sadness,NONE
2018-En-02267,"'Suddenly I can do so much, &amp; it feels like my brother was holding my back in a way, &amp; that feels like a horrible thing to say' #InsightSBS",sadness,NONE
2018-En-02783,#RaviShastri is appointed as new coach of Indian cricket team for two years.\n\nNow how i wish Anil Kumble stayed longer.,sadness,NONE
2018-En-00085,When you took off for expo but the flight you need is sold out 😭😭😭 So no expo for me  ,sadness,NONE
2018-En-02046,Pls dont give me empty hope 😧 dont want just say lah zzz,sadness,NONE
2018-En-00743,#Merkel has supported all #Israeli #terror initiatives opposing the #Palestinian bid for membership at the #UN.,sadness,NONE
2018-En-00178,Why do Liberal Americans spend so much time crying? And when they aren't crying they're burning the US flag or protesting! Embarrassing!😲😲🤧🤧,sadness,NONE
2018-En-00578,I have the urge to hang Lilina upside down by her leg over a dark pit for killing Celica and 'Marth'\n\n#cherrychats #dark,sadness,NONE
2018-En-04127,School duties. 😧 good night ppl,sadness,NONE
2018-En-02684,"@jhN322 Ephesians 4:31\nLet all #bitterness, #wrath, #anger, #clamor, and evil speaking be put away from you, with all #malice.",sadness,NONE
2018-En-02687,thattttt was too hyped #dissapointed,sadness,NONE
2018-En-02204,﻿Mummy came home and ordered pizza even though there's food in the fridge. I ain't fighting the hypocrisy this time #jalepenos #pine #chicken,sadness,NONE
2018-En-01319,nag-iimprove na si Jasper omg 💙 dull boy no more wtf 💗 \n#COMM19,sadness,NONE
2018-En-01352,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",sadness,NONE
2018-En-01255,Then I frown,sadness,NONE
2018-En-00246,@realDonaldTrump I am so glad you won't have Twitter in jail! #LockHimUp #LockDonJrUp 💩💩💩💩💩 #sad,sadness,NONE
2018-En-01825,"#expecting &amp; #Accepting are two sides of #Life.Where Expecting ends in #tears ,while Accepting makes you #cheer\n#LifeLessons #thoughts",sadness,NONE
2018-En-03326,Damn I just walked up to the train station and I literally died ,sadness,NONE
2018-En-03711,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.,sadness,NONE
2018-En-00494,@RightNewsUK Poor dogs! Have to bite that sun of a bitch! 😠,sadness,NONE
2018-En-03090,#Work not to ,sadness,NONE
2018-En-02363,"Fear not @lisajnc1951, God is with you, don't be discouraged, for He is your God, He strengthens and helps you at all time. Is 41:10",sadness,NONE
2018-En-01865,"Vegas, you won. ",sadness,NONE
2018-En-04141,Every time they have a different chef on #BelowDeck it just makes us miss chef Ben more. Esp this current one on #belowdeckmed ,sadness,NONE
2018-En-04345,Summertime sadness,sadness,NONE
2018-En-03737,#AmarnathTerrorAttack  Muslims are killing everywhere Syria Iraq Palestine Everyday beyond They say that Islam is terrorism shame on you,sadness,NONE
2018-En-03494,"With you, I'm lost in the moment. Without you I'm lost in the world.❤️🤐 #world  #moment #lostinthemoment #You",sadness,NONE
2018-En-02911,"@ComeJesusSoon trembled, the #earth quaked, and it became a very great #panic. [2/2]",sadness,NONE
2018-En-02594,I should've gotten an apartment with Kenneth 😭,sadness,NONE
2018-En-04161,I'll control my #anger... if you can manage your #stupidity. #TeamFollowBack #相互フォロー #fact #figuremeout,sadness,NONE
2018-En-02795,"#PMDD symptoms: Feelings of #sadness or #despair, or even thoughts of suicide.",sadness,NONE
2018-En-02962,@azta110790 sports will always be ,sadness,NONE
2018-En-02248,#sad #realDonaldTrump #faketweets: Working hard to get the Olympics for the United States (L.A.). Stay tuned! #cnn,sadness,NONE
2018-En-03553,@m4rk1964 Sorry to hear that Mark 😢,sadness,NONE
2018-En-03514,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",sadness,NONE
2018-En-01214,@Mikepatersonn If you are I'm miserable too 😂,sadness,NONE
2018-En-00188,"My body literally shaking, I ain't running on enough sleep to be getting this pissed off",sadness,NONE
2018-En-01217,Fuck qld #StateOfOrigin #blues,sadness,NONE
2018-En-00130,what will we do when #GoTS7 is over? im starting acknowledging  #endoftheworld #GameOfThrones #dontleaveusjustyet,sadness,NONE
2018-En-00750,"Man, don't believe the hype, this #DJKhaled comp is garbage. #sad #terrible #trumpofhiphop",sadness,NONE
2018-En-03979,Thousands of pickled certified ostrogoths ! #angry,sadness,NONE
2018-En-00715,.@guardian \nSoft-focus interview by a fellow Friend of Israel. #dull,sadness,NONE
2018-En-02991,I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart,sadness,NONE
2018-En-03282,@TheSocialCTV I'd never leave the couch again! #excited and #weary ❤️,sadness,NONE
2018-En-01680,The best kind of self harm is through the mind #depression,sadness,NONE
2018-En-01750,"When you should be working, but you're shopping amazon prime deals instead... 😦",sadness,NONE
2018-En-02831,@PrisUY Good point if let's say the Argentinian police would do 1/100 what they are doing we would see a lot of outrage by certain people.,sadness,NONE
2018-En-03281,Confidence c|mos not from always being right but from not fearing ho be wrong.-Peter ;. Mcintyre,sadness,NONE
2018-En-01574,"8PM tonight on 90.7 WSDL...a set of moody, late night songs on the show. #mope along with @theshowaboutdpr !",sadness,NONE
2018-En-00183,@DavidLammy This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this #dismayed,sadness,NONE
2018-En-02959,"@RichardAArnold I miss you! 🙁 As soon as Piers Morgan has gone, I'll be back. Hope all is well with you 🙂",sadness,NONE
2018-En-01485,Not all learning has to be #serious! Session on serious games for #disaster and #resilience learning   #hazWS,sadness,NONE
2018-En-03100,Working with alergies is the most miserable shit in the world #miserable #alergies,sadness,NONE
2018-En-03601,"#Hateful , #horrible , #horrendous ... = last night's speech in summary @cnnbrk @NewDay @CNN #PhoenixProtests #PhoenixRally",sadness,NONE
2018-En-02525,@CeeCee151 This is ☀️this is clouded sky 🌥😂😂😂👍🏽😁👏🏽,sadness,NONE
2018-En-02285,@No1likeNole @danielNolefan Ugh..hate Manarino got this game 😦,sadness,NONE
2018-En-02207,@theviberide great workout this morning alongside @Emily_Gagnon thx #Courtney my legs are still ,sadness,NONE
2018-En-00203,Sometimes i just wanna give up on everything i have but then i realize that if i give up and start fresh my hard work wont show. ,sadness,NONE
2018-En-04077,My heart is hurting because I had to pour my milk out because something was in it 😭,sadness,NONE
2018-En-01243,Waiting for the 2000 conference call to start. Good time to cruise around Twitter #disapointed,sadness,NONE
2018-En-01118,"And now that Im having the other way around, i feel so upset and sad",sadness,NONE
2018-En-03344,"@TheVintageYear growl like a dog, see if she lifts herself off and gives you space?",sadness,NONE
2018-En-02768,I'm still feeling some type of way about Viserion. #GameOfThrones #crying #stresseating,sadness,NONE
2018-En-00598,@amarakhbaranth1 Not answered my question - when the #AmarnathTerrorAttack perps are killed like rabid dogs will you praise army?,sadness,NONE
2018-En-03583,That was the most beautiful thing I have ever seen. #Eclipse2017 #Eclipse #SolarEclipse #tears,sadness,NONE
2018-En-01338,@Za1d hota hai terrorism ka majhab hota hai and dat is Islam soldiers of allah killing innocent people around the world #RadicalIslam,sadness,NONE
2018-En-03021,OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,sadness,NONE
2018-En-01128,#dull start,sadness,NONE
2018-En-01639,"To recreate my romantic memories, I'd just put a chip on my shoulder  #masterchefau",sadness,NONE
2018-En-03972,"When They Put Kiwi N Strawberry Together,  Jesus Wept!  😢",sadness,NONE
2018-En-00493,Accidentally looked directly into the solar eclipse. Didn't die. Didn't get superpowers either. #disappointing #SolarEclispe2017,sadness,NONE
2018-En-04189,"@ComeJesusSoon said, “Surely the #bitterness of #death is past.” [2/2]",sadness,NONE
2018-En-01652,"I'm also wheezing really hard. I decided to make up today, and then after I got to work realized it was mbbsd, and now I'm #intimidated",sadness,NONE
2018-En-02250,@Guerrilla I wished.. 😭,sadness,NONE
2018-En-04088,@13ReasonsWhy The little details in life can build up to things that could affect you negatively and eventually make unhappy and lonely.,sadness,NONE
2018-En-04109,There's nothing more #depressing to me than thinking about how many times I will shave my legs in my lifetime. #showerthoughts #writer,sadness,NONE
